timestamp,price
2024-12-03 12:08:50,2637.9
2024-12-03 12:08:53,2637.8
2024-12-03 12:08:56,2637.8
2024-12-03 12:08:59,2637.9
2024-12-03 12:09:02,2637.9
2024-12-03 12:09:05,2637.8
2024-12-03 12:09:08,2637.8
2024-12-03 12:09:11,2637.7
2024-12-03 12:09:14,2637.7
2024-12-03 12:09:17,2637.7
2024-12-03 12:09:19,2637.7
2024-12-03 12:09:22,2637.7
2024-12-03 12:09:25,2637.7
2024-12-03 12:09:28,2637.7
2024-12-03 12:09:31,2637.7
2024-12-03 12:09:34,2637.7
2024-12-03 12:09:37,2637.7
2024-12-03 12:09:40,2637.8
2024-12-03 12:09:43,2637.8
2024-12-03 12:09:46,2638.0
2024-12-03 12:09:49,2638.0
2024-12-03 12:09:52,2638.0
2024-12-03 12:09:55,2638.0
2024-12-03 12:09:58,2638.1
2024-12-03 12:10:01,2638.1
2024-12-03 12:10:05,2638.0
2024-12-03 12:10:08,2637.9
2024-12-03 12:10:11,2637.9
2024-12-03 12:10:14,2637.9
2024-12-03 12:10:17,2637.9
2024-12-03 12:10:20,2637.9
2024-12-03 12:10:23,2637.8
2024-12-03 12:10:26,2637.8
2024-12-03 12:10:29,2637.8
2024-12-03 12:10:31,2637.8
2024-12-03 12:10:34,2637.9
2024-12-03 12:10:38,2637.9
2024-12-03 12:10:41,2637.9
2024-12-03 12:10:43,2637.9
2024-12-03 12:10:46,2637.9
2024-12-03 12:10:53,2637.8
2024-12-03 12:10:56,2637.8
2024-12-03 12:10:59,2637.8
2024-12-03 12:11:03,2637.8
2024-12-03 12:11:06,2637.8
2024-12-03 12:11:09,2637.8
2024-12-03 12:11:12,2637.8
2024-12-03 12:11:16,2637.8
2024-12-03 12:11:19,2637.8
2024-12-03 12:16:27,2637.9
2024-12-03 12:16:31,2637.9
2024-12-03 12:16:34,2637.9
2024-12-03 12:16:37,2637.9
2024-12-03 12:16:40,2637.9
2024-12-03 12:22:14,2637.9
2024-12-03 12:22:17,2637.9
2024-12-03 12:22:20,2637.9
2024-12-03 12:22:23,2637.9
2024-12-07 07:54:16,2637.9
2024-12-07 07:54:18,2637.9
2024-12-07 07:56:23,2637.9
2024-12-07 07:56:26,2637.9
2024-12-07 07:57:17,2637.9
2024-12-07 07:57:20,2637.9
2024-12-07 07:57:23,2637.9
2024-12-07 08:06:12,2637.9
2024-12-07 08:06:15,2637.9
2024-12-07 08:06:18,2637.9
2024-12-07 08:07:40,2637.9
2024-12-07 08:07:46,2637.9
2024-12-07 08:07:49,2637.9
2024-12-07 08:07:51,2637.9
2024-12-07 08:07:54,2637.9
2024-12-07 08:07:57,2637.9
2024-12-07 08:08:00,2637.9
2024-12-07 08:08:03,2637.9
2024-12-07 08:08:06,2637.9
2024-12-07 08:08:08,2637.9
2024-12-07 08:11:13,2633.3
2024-12-07 08:11:16,2633.3
2024-12-07 08:11:19,2633.3
2024-12-07 08:11:22,2633.3
2024-12-07 08:11:25,2633.3
2024-12-07 08:11:27,2633.3
2024-12-07 08:11:30,2633.3
2024-12-07 08:11:33,2633.3
2024-12-07 08:11:36,2633.3
2024-12-07 08:11:39,2633.3
2024-12-07 08:11:42,2633.3
2024-12-07 08:11:44,2633.3
2024-12-07 08:11:47,2633.3
2024-12-07 08:27:23,2633.3
2024-12-07 08:27:25,2633.3
2024-12-07 08:27:28,2633.3
2024-12-07 08:27:31,2633.3
2024-12-07 08:27:34,2633.3
2024-12-07 08:27:37,2633.3
